filename,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,zero_crossing_rate,name,surah,juz
001001.mp3,0.47360006,2114.182106,2430.306446,4358.617322,0.087928854,0.087361934,Nasser_Alqatami,Al-Morssalat,29
077001.mp3,0.3489596,2039.585106,2553.929714,4307.383149,0.042873852,0.078108163,Nasser_Alqatami,Al-Morssalat,29
077002.mp3,0.35240224,2478.868343,2685.506743,4976.998436,0.04589076,0.121528238,Nasser_Alqatami,Al-Morssalat,29
077003.mp3,0.30394566,1929.404138,2351.418346,3943.418555,0.057017908,0.085113281,Nasser_Alqatami,Al-Morssalat,29
077004.mp3,0.32873788,1782.606988,2434.351895,3699.29387,0.050341956,0.068818443,Nasser_Alqatami,Al-Morssalat,29
077005.mp3,0.31490174,1745.654955,2419.92179,3796.89098,0.05380624,0.063916016,Nasser_Alqatami,Al-Morssalat,29
077006.mp3,0.28787908,1599.484707,2293.468825,3186.914063,0.052149132,0.053657227,Nasser_Alqatami,Al-Morssalat,29
077007.mp3,0.2877977,1510.312934,2206.024475,2877.260536,0.067489706,0.050963496,Nasser_Alqatami,Al-Morssalat,29
077008.mp3,0.28834644,1825.075455,2445.601265,3786.254883,0.061557394,0.062744141,Nasser_Alqatami,Al-Morssalat,29
077009.mp3,0.30184725,2136.770222,2620.163021,4402.983146,0.0609814,0.089647315,Nasser_Alqatami,Al-Morssalat,29
077010.mp3,0.30132613,2091.669268,2583.028837,4491.434659,0.054586045,0.083669212,Nasser_Alqatami,Al-Morssalat,29
077011.mp3,0.3226746,2193.31113,2670.874288,4648.613475,0.056355476,0.089892095,Nasser_Alqatami,Al-Morssalat,29
077012.mp3,0.27941278,1802.716951,2539.318618,3900.362455,0.05439581,0.049587674,Nasser_Alqatami,Al-Morssalat,29
077013.mp3,0.36581445,2113.353038,2546.62003,4592.51246,0.04172927,0.088979436,Nasser_Alqatami,Al-Morssalat,29
