filename,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,zero_crossing_rate,name,surah,juz
001001.mp3,0.43503696,1588.637536,1971.07633,3200.413724,0.027776597,0.062977013,Saood_ash-Shuraym,Al-Tawba,10
009001.mp3,0.3052214,2782.363988,2259.237977,4877.389476,0.084334284,0.145847721,Saood_ash-Shuraym,Al-Tawba,10
009002.mp3,0.35308746,3044.998311,2437.390992,5655.212653,0.08138029,0.170848386,Saood_ash-Shuraym,Al-Tawba,10
009003.mp3,0.31845498,3076.495931,2437.187915,5693.194676,0.08252914,0.167398265,Saood_ash-Shuraym,Al-Tawba,10
009004.mp3,0.33859542,3070.591952,2402.493109,5678.574829,0.086088,0.168505859,Saood_ash-Shuraym,Al-Tawba,10
009005.mp3,0.34925163,3163.031607,2556.604404,6121.501345,0.08396489,0.172139686,Saood_ash-Shuraym,Al-Tawba,10
009006.mp3,0.3519255,3325.059759,2537.253269,6354.144399,0.09681072,0.179950363,Saood_ash-Shuraym,Al-Tawba,10
009007.mp3,0.35786226,3123.774606,2458.22756,5743.522467,0.07994354,0.180894208,Saood_ash-Shuraym,Al-Tawba,10
009008.mp3,0.33023426,3131.269718,2570.258209,6148.748192,0.0973852,0.164745934,Saood_ash-Shuraym,Al-Tawba,10
009009.mp3,0.38431686,3559.0095,2612.931095,6771.464313,0.09557781,0.211588875,Saood_ash-Shuraym,Al-Tawba,10
009010.mp3,0.33623663,3057.28207,2488.106175,5933.20418,0.08605467,0.16041798,Saood_ash-Shuraym,Al-Tawba,10
009011.mp3,0.33981618,3343.472675,2542.70391,6246.309115,0.09397538,0.191441342,Saood_ash-Shuraym,Al-Tawba,10
009012.mp3,0.32495144,3162.666713,2495.499609,6077.850775,0.08836656,0.168609816,Saood_ash-Shuraym,Al-Tawba,10
009013.mp3,0.3359161,3175.7288,2584.4632,6357.868077,0.07915269,0.162637652,Saood_ash-Shuraym,Al-Tawba,10
009014.mp3,0.3286808,3215.79417,2588.079494,6361.034047,0.08532636,0.163972665,Saood_ash-Shuraym,Al-Tawba,10
009015.mp3,0.36572534,3304.738011,2474.889229,6207.343697,0.09518904,0.180718198,Saood_ash-Shuraym,Al-Tawba,10
009016.mp3,0.3363441,2995.412394,2433.123905,5559.283775,0.08307795,0.160581467,Saood_ash-Shuraym,Al-Tawba,10
009017.mp3,0.34021753,3183.251695,2481.080888,5894.697373,0.08805239,0.177724363,Saood_ash-Shuraym,Al-Tawba,10
009018.mp3,0.34118825,3408.248032,2538.424416,6308.385912,0.10931854,0.194718071,Saood_ash-Shuraym,Al-Tawba,10
009019.mp3,0.33091387,3427.678308,2583.229084,6491.574064,0.10616952,0.188035875,Saood_ash-Shuraym,Al-Tawba,10
009020.mp3,0.36253053,3447.681586,2543.013806,6460.237398,0.098939285,0.192102103,Saood_ash-Shuraym,Al-Tawba,10
009021.mp3,0.33763537,3044.454424,2430.762827,5888.777502,0.0795947,0.160498926,Saood_ash-Shuraym,Al-Tawba,10
009022.mp3,0.332099,3226.748902,2456.079163,6028.075133,0.09233559,0.175265265,Saood_ash-Shuraym,Al-Tawba,10
