filename,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,zero_crossing_rate,name,surah,juz
001001.mp3,0.31321126,1219.073274,1379.225857,2416.346098,0.110911414,0.068519365,Ali_Jaber,Al-Nessa,4
004001.mp3,0.31086347,1531.05508,1649.407391,3078.572472,0.13296834,0.075904963,Ali_Jaber,Al-Nessa,4
004002.mp3,0.32391405,1531.671901,1685.425714,2945.759105,0.13147765,0.076960468,Ali_Jaber,Al-Nessa,4
004003.mp3,0.33317745,1720.201095,1779.595993,3323.296278,0.13076873,0.087432414,Ali_Jaber,Al-Nessa,4
004004.mp3,0.32695735,1721.849971,1774.268948,3339.520455,0.12831976,0.086820101,Ali_Jaber,Al-Nessa,4
004005.mp3,0.31737217,1594.038832,1640.674273,2864.977176,0.13714875,0.090504525,Ali_Jaber,Al-Nessa,4
004006.mp3,0.33348513,1771.515782,1751.595111,3346.851664,0.14747252,0.093847831,Ali_Jaber,Al-Nessa,4
004007.mp3,0.2982365,1630.198342,1622.541515,2967.986481,0.14302462,0.08822827,Ali_Jaber,Al-Nessa,4
004008.mp3,0.31429407,1595.62651,1623.788169,2910.88929,0.14300278,0.08909725,Ali_Jaber,Al-Nessa,4
004009.mp3,0.2911983,1533.952629,1627.878295,2868.009567,0.12447288,0.074312846,Ali_Jaber,Al-Nessa,4
004010.mp3,0.2957122,1755.114693,1688.981706,3147.949868,0.17446332,0.097265625,Ali_Jaber,Al-Nessa,4
004011.mp3,0.27207768,1538.645923,1407.883929,3002.172414,0.104806945,0.083090714,Ali_Jaber,Al-Nessa,4
004012.mp3,0.30935884,1621.61767,1704.717103,3100.305736,0.1206561,0.080993668,Ali_Jaber,Al-Nessa,4
004013.mp3,0.3170491,1678.425364,1742.441382,3292.626505,0.1321773,0.082226363,Ali_Jaber,Al-Nessa,4
004014.mp3,0.30261734,1559.561875,1626.566738,2911.623468,0.13202474,0.080267343,Ali_Jaber,Al-Nessa,4
004015.mp3,0.3037532,1727.736504,1725.383607,3172.192035,0.12367083,0.09263542,Ali_Jaber,Al-Nessa,4
004016.mp3,0.32508826,1678.746776,1694.569545,3136.750571,0.14030981,0.089944942,Ali_Jaber,Al-Nessa,4
