filename,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,zero_crossing_rate,name,surah,juz
001001.mp3,0.24732986,999.4466891,1164.016159,1732.819117,0.11110714,0.047538971,Minshawy_Murattal,Al-Hejr,14
015001.mp3,0.24580137,1825.95933,1692.006176,3499.541952,0.12717994,0.098703784,Minshawy_Murattal,Al-Hejr,14
015002.mp3,0.24701604,1796.021578,1727.464918,3520.017281,0.1323745,0.082617854,Minshawy_Murattal,Al-Hejr,14
015003.mp3,0.22172093,1477.153207,1529.033612,2938.801827,0.13004039,0.067435357,Minshawy_Murattal,Al-Hejr,14
015004.mp3,0.22827022,1621.508735,1549.219836,3149.492976,0.13393104,0.079190144,Minshawy_Murattal,Al-Hejr,14
015005.mp3,0.26925415,2012.317361,1780.410962,3767.151536,0.13018703,0.105739864,Minshawy_Murattal,Al-Hejr,14
015006.mp3,0.22096087,1580.980729,1539.706425,3046.323085,0.13765916,0.071017095,Minshawy_Murattal,Al-Hejr,14
015007.mp3,0.23427111,1649.601761,1593.131827,3187.653188,0.14033633,0.079235644,Minshawy_Murattal,Al-Hejr,14
015008.mp3,0.2491253,2088.936887,1827.228793,3827.604313,0.14919414,0.114835671,Minshawy_Murattal,Al-Hejr,14
015009.mp3,0.24525742,1708.989137,1621.587456,3273.380922,0.116875015,0.0870877,Minshawy_Murattal,Al-Hejr,14
015010.mp3,0.23970297,1800.714507,1680.811181,3465.889357,0.12205299,0.087942391,Minshawy_Murattal,Al-Hejr,14
015011.mp3,0.23891117,1838.586927,1789.512904,3651.843042,0.13982266,0.087161341,Minshawy_Murattal,Al-Hejr,14
015012.mp3,0.23542945,1858.58517,1854.60605,3524.076681,0.14557506,0.080117949,Minshawy_Murattal,Al-Hejr,14
015013.mp3,0.24901246,1924.029633,1866.769978,3761.55861,0.13247247,0.08916788,Minshawy_Murattal,Al-Hejr,14
015014.mp3,0.23787855,2011.163683,1785.091381,3745.49881,0.15598014,0.103144328,Minshawy_Murattal,Al-Hejr,14
015015.mp3,0.25166336,1861.847534,1753.680845,3608.28352,0.13017388,0.097766876,Minshawy_Murattal,Al-Hejr,14
015016.mp3,0.23495984,1980.374679,1772.366111,3684.417352,0.14815597,0.103703856,Minshawy_Murattal,Al-Hejr,14
015017.mp3,0.23999539,1840.799038,1695.413943,3595.135068,0.12857223,0.085552377,Minshawy_Murattal,Al-Hejr,14
015018.mp3,0.2694384,2156.65716,1836.535146,3996.355684,0.12182473,0.117757161,Minshawy_Murattal,Al-Hejr,14
015019.mp3,0.23674609,1780.124655,1624.129294,3428.089399,0.14129391,0.093062324,Minshawy_Murattal,Al-Hejr,14
015020.mp3,0.23837091,1974.333958,1784.238974,3759.031792,0.13195318,0.098799662,Minshawy_Murattal,Al-Hejr,14
015021.mp3,0.21956713,1665.609211,1544.473866,3196.460653,0.15882133,0.081684059,Minshawy_Murattal,Al-Hejr,14
015022.mp3,0.25544482,1839.91957,1698.551033,3547.62745,0.12729938,0.099603527,Minshawy_Murattal,Al-Hejr,14
015023.mp3,0.24484083,1707.684193,1714.165782,3454.363088,0.118460886,0.079424154,Minshawy_Murattal,Al-Hejr,14
015024.mp3,0.2554617,1957.864048,1753.163016,3714.99698,0.12149122,0.103724429,Minshawy_Murattal,Al-Hejr,14
015025.mp3,0.25194687,1462.516715,1492.157482,2937.243097,0.1120855,0.072115195,Minshawy_Murattal,Al-Hejr,14
015026.mp3,0.22811264,1898.286593,1799.537078,3733.750222,0.123814106,0.092461656,Minshawy_Murattal,Al-Hejr,14
015027.mp3,0.22862409,1578.008864,1533.468618,3023.743512,0.1335524,0.0817035,Minshawy_Murattal,Al-Hejr,14
015028.mp3,0.22791238,1811.024589,1721.642385,3549.129962,0.11724899,0.086786162,Minshawy_Murattal,Al-Hejr,14
015029.mp3,0.24471425,1719.144905,1846.183002,3401.951429,0.10594383,0.072920436,Minshawy_Murattal,Al-Hejr,14
015030.mp3,0.25600064,1643.57558,1557.907868,3128.413018,0.12470922,0.086506023,Minshawy_Murattal,Al-Hejr,14
015031.mp3,0.25635654,1942.677062,1819.251565,3677.71614,0.13223174,0.095039159,Minshawy_Murattal,Al-Hejr,14
015032.mp3,0.25481388,1970.331514,1727.352265,3647.74084,0.11971289,0.10796291,Minshawy_Murattal,Al-Hejr,14
015033.mp3,0.24433903,1911.008994,1810.488206,3693.861572,0.10939319,0.095256442,Minshawy_Murattal,Al-Hejr,14
015034.mp3,0.24520463,1623.739413,1715.282779,3233.358226,0.09165469,0.073875996,Minshawy_Murattal,Al-Hejr,14
015035.mp3,0.24713121,1651.797108,1610.653726,3281.829044,0.105464704,0.081843597,Minshawy_Murattal,Al-Hejr,14
015036.mp3,0.23038532,1835.283919,1756.916184,3476.422793,0.1181868,0.091134306,Minshawy_Murattal,Al-Hejr,14
015037.mp3,0.21310353,1567.039879,1644.604388,3187.560059,0.11598955,0.071400391,Minshawy_Murattal,Al-Hejr,14
015038.mp3,0.21176611,1392.720012,1463.890101,2779.851664,0.10707885,0.062163254,Minshawy_Murattal,Al-Hejr,14
015039.mp3,0.22591591,1636.975604,1624.803272,3216.941519,0.11891228,0.077072374,Minshawy_Murattal,Al-Hejr,14
015040.mp3,0.23187095,1945.209705,1821.016048,3837.332951,0.116678156,0.093367074,Minshawy_Murattal,Al-Hejr,14
015041.mp3,0.2854046,2168.732004,1874.016377,4101.902238,0.1121196,0.121731065,Minshawy_Murattal,Al-Hejr,14
015042.mp3,0.23109713,1856.904624,1705.138377,3535.887952,0.12164112,0.093159951,Minshawy_Murattal,Al-Hejr,14
